0.001,100,0.1043916796266313,0.011962967192070474,0.008633595555561504
0.005,100,0.43225726708025014,0.04562576717183785,0.029814693921480024
0.01,100,0.6951206934840981,0.0686236380823034,0.038937006121291175
0.05,100,1.089969183119605,0.11243317144538595,0.018400280080915515
0.1,100,1.0964316878594287,0.12500553771969233,0.005844982938081385
0.5,100,1.0964608113924048,0.1294390290661913,0.0014114925158648156
1,100,1.096460811392405,0.12943907603586852,0.00141144554618743
5,100,-3.5134893095486727e+71,-4.422734969730152e+86,-4.4227349697301514e+86
10,100,-2.6455209333648097e+104,-3.399340978890549e+119,-3.399340978890549e+119
0.1,50,1.0908098988468526,0.11258698500709284,0.018252539173619235
